City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
452,Veraval,IN,20.9,70.3667,77.85,66,1,6.02,clear sky
453,Bulgan,MN,48.8125,103.5347,46.54,35,71,21.23,broken clouds
454,Fairlie,GB,55.756,-4.8556,50.4,92,100,5.99,moderate rain
455,Nizhniy Kuranakh,RU,58.8353,125.4869,19.65,88,100,11.43,light snow
456,Darnah,LY,32.767,22.6367,59.97,74,0,6.22,clear sky
457,Westport,US,41.1415,-73.3579,43.56,93,0,11.5,clear sky
458,Hirara,JP,24.8,125.2833,68.9,60,72,18.95,broken clouds
459,Hammerfest,NO,70.6634,23.6821,23.45,54,20,10.36,light snow
460,Namatanai,PG,-3.6667,152.4333,84.56,71,99,7.2,light rain
461,Limbang,MY,4.75,115.0,86.11,62,12,1.01,few clouds
462,Orlik,RU,52.5178,99.825,22.23,84,100,5.95,light snow
463,Praia Da Vitoria,PT,38.7333,-27.0667,57.76,87,38,13.76,scattered clouds
464,Nagato,JP,34.3833,131.2,54.48,56,0,11.81,clear sky
465,Acarau,BR,-2.8856,-40.12,77.4,90,76,8.86,moderate rain
466,Weinan,CN,34.5036,109.5089,65.19,52,100,4.21,overcast clouds
467,Kupang,ID,-10.1667,123.5833,83.5,70,38,3.0,scattered clouds
468,Tura,IN,25.5198,90.2201,73.78,91,61,8.05,broken clouds
469,Necochea,AR,-38.5473,-58.7368,50.88,50,0,14.36,clear sky
470,La Rioja,ES,42.25,-2.5,28.18,94,66,3.36,broken clouds
471,Celestun,MX,20.8667,-90.4,78.53,86,68,12.53,broken clouds
472,Alofi,NU,-19.0595,-169.9187,80.69,70,74,9.44,light rain
473,Pouembout,NC,-21.1333,164.9,82.15,80,100,5.64,overcast clouds
474,Kambove,CD,-10.8764,26.5969,60.17,95,100,2.73,overcast clouds
475,Jasper,US,37.2001,-94.3502,67.68,43,75,10.36,broken clouds
476,Parasia,IN,22.2,78.7667,84.25,15,8,5.44,clear sky
477,Belyy Yar,RU,53.6039,91.3903,35.49,93,75,4.47,broken clouds
478,Shawville,CA,45.6001,-76.4827,37.76,95,100,7.56,overcast clouds
479,Laem Sing,TH,12.4816,102.0738,79.14,100,57,13.04,broken clouds
480,Nuqui,CO,5.7125,-77.2708,78.73,88,100,5.55,light rain
481,Shar,KZ,49.5886,81.0453,34.41,84,97,7.2,overcast clouds
482,Santa Cruz Del Sur,CU,20.7147,-77.9956,79.66,73,99,9.15,light rain
483,Saint Anthony,US,45.0205,-93.218,38.93,86,100,10.36,overcast clouds
484,Kuybyshevskiy Zaton,RU,55.1593,49.1701,31.57,92,100,4.72,overcast clouds
485,Nosy Varika,MG,-20.5833,48.5333,72.99,87,66,6.98,broken clouds
486,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,41,0,23.02,clear sky
487,Tortoli,IT,39.9256,9.6572,49.03,61,100,4.61,overcast clouds
488,Egvekinot,RU,66.3167,-179.1667,-5.71,81,12,15.5,few clouds
489,Malakal,SS,9.5334,31.6605,84.56,39,27,3.98,scattered clouds
490,Baghdad,IQ,33.3406,44.4009,64.31,29,0,9.22,clear sky
491,Sembe,CG,1.6481,14.5806,71.67,95,100,1.92,overcast clouds
492,Nanyuki,KE,0.0167,37.0728,53.55,84,99,4.85,overcast clouds
493,Champerico,GT,14.3,-91.9167,82.6,68,9,7.83,clear sky
494,Beloha,MG,-25.1667,45.05,70.29,92,0,8.23,clear sky
495,Bairiki,KI,1.3292,172.9752,81.37,70,22,14.54,few clouds
496,Ipilan,PH,8.8431,117.9033,79.41,87,100,17.02,overcast clouds
497,Barma,SL,8.35,-11.3333,74.21,87,92,1.83,light rain
498,Stavrovo,RU,56.1331,40.013,17.76,94,100,5.79,overcast clouds
499,Kulhudhuffushi,MV,6.6221,73.07,83.28,68,11,1.95,few clouds
500,Tutoia,BR,-2.7619,-42.2744,77.77,89,100,5.73,overcast clouds
501,Piacabucu,BR,-10.4056,-36.4344,77.88,76,6,7.7,clear sky
502,Yarmouth,US,41.7057,-70.2286,42.96,85,100,15.01,overcast clouds
503,Kevelaer,DE,51.5833,6.25,37.02,89,40,9.22,scattered clouds
504,Guayaramerin,BO,-10.8368,-65.3614,73.9,83,8,1.48,clear sky
505,Douglas,US,41.3,-96.167,54.68,47,40,0.0,scattered clouds
506,Vardo,NO,70.3705,31.1107,27.63,68,98,11.54,overcast clouds
507,Padang,ID,-0.9492,100.3543,82.45,61,3,2.21,clear sky
508,Maralal,KE,1.0968,36.698,58.64,74,26,5.93,scattered clouds
509,Astara,AZ,38.5,48.6667,47.1,38,99,10.51,overcast clouds
510,Kropotkin,RU,45.4375,40.5756,45.25,77,9,19.04,clear sky
511,Kholodnyy,RU,62.7167,147.95,3.97,78,100,2.26,overcast clouds
512,Ola,RU,59.5833,151.2833,25.14,73,24,2.13,few clouds
513,Burgos,ES,42.3394,-3.7079,30.61,80,100,10.36,overcast clouds
514,Isangel,VU,-19.55,169.2667,84.52,70,100,8.72,overcast clouds
515,Rongai,KE,-0.1733,35.8638,57.36,79,83,1.52,broken clouds
516,Cervo,ES,43.6702,-7.4101,44.4,68,92,19.62,overcast clouds
517,Cockburn Town,TC,21.4612,-71.1419,78.33,81,5,13.96,clear sky
518,Asaka,JP,35.8047,139.6019,51.21,94,100,15.43,overcast clouds
519,Okhotsk,RU,59.3833,143.3,23.97,87,100,16.26,light snow
520,Palmer,US,42.1584,-72.3287,40.62,84,100,6.91,light rain
521,Misratah,LY,32.3754,15.0925,59.59,85,0,15.73,clear sky
522,Mapiripan,CO,2.8892,-72.1256,73.74,94,72,4.43,broken clouds
523,Mabaruma,GY,8.2,-59.7833,72.21,97,49,3.0,scattered clouds
524,Dublin,US,37.7021,-121.9358,66.04,63,0,18.41,clear sky
525,Sorland,NO,67.667,12.6934,31.93,87,74,25.9,light snow
526,Flinders,AU,-34.5833,150.8552,78.39,51,96,8.99,overcast clouds
527,Hofn,IS,64.2539,-15.2082,32.88,83,100,15.86,overcast clouds
528,Naze,JP,28.3667,129.4833,62.17,50,0,11.86,clear sky
529,Zaltan,LY,32.947,11.8665,58.51,81,53,17.02,broken clouds
530,Kaitong,CN,44.8135,123.15,61.48,22,57,18.41,broken clouds
531,Omboue,GA,-1.5746,9.2618,76.8,90,100,2.17,overcast clouds
532,Tilichiki,RU,60.4667,166.1,22.6,74,97,7.16,overcast clouds
533,Agirish,RU,61.9247,63.0231,33.42,100,100,7.11,light snow
534,Ekibastuz,KZ,51.6667,75.3667,44.73,54,100,8.99,overcast clouds
535,Faya,SA,18.3851,42.4509,55.92,38,100,1.59,overcast clouds
536,Moron,AR,-34.6534,-58.6198,64.15,86,6,9.08,clear sky
537,Abonnema,NG,4.7084,6.7931,78.87,86,100,5.26,overcast clouds
538,Medicine Hat,CA,50.0501,-110.6683,48.22,37,100,1.99,overcast clouds
539,Katsuura,JP,35.1333,140.3,50.02,87,100,15.48,moderate rain
540,Caranavi,BO,-15.8167,-67.55,62.44,92,11,2.1,few clouds
541,Juneau,US,58.3019,-134.4197,41.22,93,100,17.27,overcast clouds
542,Colesberg,ZA,-30.72,25.0972,59.41,66,0,6.42,clear sky
543,Mayumba,GA,-3.432,10.6554,76.5,90,100,2.01,overcast clouds
544,Hervey Bay,AU,-25.2986,152.8535,82.02,64,4,5.99,clear sky
545,Durusu,TR,41.3053,28.6767,47.84,83,100,7.0,overcast clouds
546,Halifax,CA,44.6453,-63.5724,38.7,80,80,1.01,broken clouds
547,Saint-Pierre,RE,-21.3393,55.4781,73.9,88,0,4.61,clear sky
548,Kentau,KZ,43.5206,68.5094,59.49,38,12,2.37,few clouds
549,Ternate,ID,0.8,127.4,83.12,71,91,3.33,overcast clouds
550,Russell,US,32.3502,-85.1999,64.0,78,0,0.0,clear sky
551,Puerto Madryn,AR,-42.7692,-65.0385,58.75,38,5,24.0,clear sky
552,Colares,PT,38.7992,-9.4469,53.29,36,4,20.0,clear sky
553,Kibre Mengist,ET,5.8833,38.9833,52.34,80,95,3.67,overcast clouds
554,Manavgat,TR,36.7867,31.4431,57.69,60,4,3.87,clear sky
555,Mehran,IR,33.1222,46.1646,76.87,17,45,6.02,scattered clouds
556,Puerto Baquerizo Moreno,EC,-0.9,-89.6,78.4,82,100,8.43,overcast clouds
557,Lamu,KE,-2.2717,40.902,82.62,84,30,8.14,scattered clouds
558,Bhind,IN,26.5642,78.7883,83.23,6,0,0.45,clear sky
559,Vanimo,PG,-2.6741,141.3028,84.76,70,99,2.44,overcast clouds
560,Piripiri,BR,-4.2733,-41.7769,73.56,95,93,3.94,overcast clouds
561,Luganville,VU,-15.5333,167.1667,81.93,78,100,10.22,overcast clouds
562,Paamiut,GL,61.994,-49.6678,36.1,84,100,7.54,overcast clouds
563,Taybad,IR,34.74,60.7756,62.51,21,7,1.19,clear sky
564,Ponta Delgada,PT,37.7333,-25.6667,57.92,72,20,6.91,few clouds
565,Tezu,IN,27.9167,96.1667,65.64,95,100,5.19,light rain
566,Igdir,TR,39.9237,44.045,59.99,33,75,14.97,broken clouds
567,Qaqortoq,GL,60.7167,-46.0333,33.78,81,46,4.9,scattered clouds
568,Fort-Shevchenko,KZ,44.5086,50.263,50.36,65,100,2.91,overcast clouds
569,Ekhabi,RU,53.5102,142.9671,40.21,92,44,13.91,scattered clouds
570,Birakan,RU,49.0167,131.7,47.1,59,100,9.04,overcast clouds
571,Tual,ID,-5.6667,132.75,82.02,65,20,0.63,few clouds
572,Whitehorse,CA,60.7161,-135.0538,36.01,62,100,11.99,overcast clouds
573,Sakakah,SA,29.9697,40.2064,68.81,19,100,8.12,overcast clouds
574,Gushikawa,JP,26.3544,127.8686,69.03,56,40,11.5,scattered clouds
575,Laguna,US,38.421,-121.4238,73.69,38,0,14.97,clear sky
576,Yerbogachen,RU,61.2767,108.0108,13.21,89,100,10.13,light snow
577,Blythe,US,33.6103,-114.5964,81.05,26,0,5.75,clear sky
578,Kamenka,RU,51.3223,42.7678,33.94,99,100,9.62,snow
579,Camacupa,AO,-12.0167,17.4833,60.03,96,90,1.74,overcast clouds
580,Makakilo City,US,21.3469,-158.0858,80.92,60,40,21.85,scattered clouds
581,Sturgis,US,41.7992,-85.4192,42.6,82,0,3.44,clear sky
582,Antalaha,MG,-14.9003,50.2788,74.61,87,80,5.39,broken clouds
583,Conakry,GN,9.538,-13.6773,76.17,76,40,13.06,scattered clouds
584,Muros,ES,42.7762,-9.0603,44.1,62,0,21.88,clear sky
585,Scottsbluff,US,41.8666,-103.6672,44.29,22,0,8.05,clear sky
586,Murray Bridge,AU,-35.1167,139.2667,72.82,49,0,2.98,clear sky
587,Hov,NO,60.6987,10.3519,32.22,93,100,0.81,light snow
588,Phulabani,IN,20.4667,84.2333,84.94,35,42,2.59,scattered clouds
589,Manokwari,ID,-0.8667,134.0833,83.16,73,100,7.0,overcast clouds
590,Biak,ID,-0.9131,122.8766,81.99,76,74,2.26,broken clouds
591,Bonthe,SL,7.5264,-12.505,76.24,77,25,8.14,scattered clouds
592,Mtwara,TZ,-10.2667,40.1833,77.11,89,58,4.74,broken clouds
593,Taungdwingyi,MM,20.0167,95.55,84.6,50,75,11.79,broken clouds
594,Marsaxlokk,MT,35.8419,14.5431,55.08,82,0,9.22,clear sky
595,Ucluelet,CA,48.9329,-125.5528,42.1,88,100,12.75,overcast clouds
596,Badvel,IN,14.75,79.05,80.69,70,84,2.15,broken clouds
597,Oyama,JP,36.3,139.8,51.62,91,100,9.42,light rain
598,Bogorodskoye,RU,56.55,37.8833,13.44,97,100,2.24,overcast clouds
599,Taber,CA,49.8167,-112.1518,48.83,35,100,18.01,overcast clouds
600,Rio Gallegos,AR,-51.6226,-69.2181,35.65,75,0,10.36,clear sky
601,Swan Hill,AU,-35.3378,143.5544,73.06,43,0,6.22,clear sky
602,Tres Arroyos,AR,-38.3739,-60.2798,48.34,40,0,10.6,clear sky
603,Mareeba,AU,-17.0,145.4333,89.65,62,76,3.33,broken clouds
604,Aviles,ES,43.5547,-5.9248,43.93,76,100,5.75,overcast clouds
605,Anajatuba,BR,-3.2644,-44.6197,74.35,96,100,3.89,overcast clouds
606,Mount Gambier,AU,-37.8333,140.7667,66.56,50,41,7.02,scattered clouds
607,Pastavy,BY,55.1168,26.8326,27.66,78,89,7.78,overcast clouds
608,Port Hardy,CA,50.6996,-127.4199,44.78,81,75,9.22,broken clouds
609,Lompoc,US,34.6391,-120.4579,57.85,85,100,16.11,overcast clouds
610,Paddaya,PH,18.3184,121.7551,75.52,91,100,17.78,overcast clouds
611,Alta Gracia,AR,-31.6529,-64.4283,56.32,52,0,5.26,clear sky
612,Nanchong,CN,30.7951,106.0847,59.95,79,100,6.51,moderate rain
613,Yaan,NG,7.3833,8.5667,80.42,69,68,11.68,broken clouds
614,Namanga,KE,-2.5433,36.7905,64.69,72,61,4.85,broken clouds
615,Panaba,MX,21.2833,-88.2667,79.48,77,100,8.41,overcast clouds
616,Karpathos,GR,35.507,27.2132,57.16,88,71,3.44,broken clouds
617,Ugoofaaru,MV,5.6667,73.0,83.17,67,7,1.45,clear sky
618,Terrace,CA,54.5163,-128.6035,39.43,87,54,3.51,light rain
619,Ulaanbaatar,MN,47.9077,106.8832,42.93,26,40,2.24,scattered clouds
620,Morgan City,US,29.6994,-91.2068,66.99,72,0,6.91,clear sky
621,San Felipe,VE,10.3399,-68.7425,71.42,94,56,3.71,broken clouds
622,Mudgee,AU,-32.5943,149.5871,71.78,44,6,9.48,clear sky
623,Cedar City,US,37.6775,-113.0619,54.57,41,0,0.0,clear sky
624,Aswan,EG,24.0934,32.907,81.66,17,100,8.37,overcast clouds
625,Yarensk,RU,62.1675,49.0916,14.25,96,84,5.82,broken clouds
626,Yar-Sale,RU,66.8333,70.8333,16.03,88,100,21.36,overcast clouds
627,San Policarpo,PH,12.1791,125.5072,82.85,79,27,13.96,scattered clouds
628,Corrales,US,35.2378,-106.6067,69.04,20,0,7.0,clear sky
629,Kuntaur,GM,13.6667,-14.8833,75.25,38,4,9.78,clear sky
630,Goure,NE,13.9835,10.2704,77.22,7,45,7.11,scattered clouds
631,Nouakchott,MR,18.0858,-15.9785,62.53,88,0,9.82,clear sky
632,Plettenberg Bay,ZA,-34.0527,23.3716,60.44,87,100,6.44,overcast clouds
633,Nexo,DK,55.0607,15.1306,41.09,96,100,26.91,light rain
634,Kashi,CN,39.4547,75.9797,57.92,32,1,2.64,clear sky
635,Nioro,GM,13.35,-15.75,72.21,45,5,9.53,clear sky
636,Almaznyy,RU,48.0448,40.045,39.24,73,100,18.43,overcast clouds
637,Santa Cruz Cabralia,BR,-16.2781,-39.0247,80.83,78,20,8.05,few clouds
638,Buenos Aires,AR,-34.6132,-58.3772,64.13,73,75,4.61,broken clouds
639,Yarada,IN,17.65,83.2667,82.72,83,20,6.91,mist
640,Nelson Bay,AU,-32.7167,152.15,80.01,58,1,6.76,clear sky
641,Shagonar,RU,51.5333,92.8,37.06,80,72,1.21,broken clouds
642,Butembo,CD,0.15,29.2833,57.25,95,91,2.37,light rain
643,Estefania,PH,17.7976,121.7253,74.91,91,100,8.66,overcast clouds
644,Zyryanskoye,RU,56.8306,86.6258,26.69,87,100,10.04,overcast clouds
645,Korhogo,CI,9.45,-5.6333,79.18,64,53,4.76,broken clouds
646,Khani,GE,41.9563,42.9566,42.37,97,100,2.35,overcast clouds
647,Harper,LR,4.375,-7.7169,79.74,85,100,9.71,overcast clouds
648,Kiama,AU,-34.6833,150.8667,78.58,51,95,10.0,overcast clouds
649,Worpswede,DE,53.2167,8.9333,36.9,88,100,5.99,overcast clouds
650,Dvinskoy,RU,62.1535,45.1175,4.71,99,76,3.53,broken clouds
651,Eydhafushi,MV,5.1033,73.0708,82.99,66,22,1.34,few clouds
652,Taoudenni,ML,22.6783,-3.9836,81.52,11,0,7.27,clear sky
653,Banjar,ID,-8.19,114.9675,86.72,61,37,1.03,scattered clouds
654,Svarstad,NO,59.399,9.9698,42.94,41,100,3.0,light rain
655,San Quintin,MX,30.4833,-115.95,59.9,73,1,13.18,clear sky
656,Honiara,SB,-9.4333,159.95,83.12,81,96,8.14,light rain
657,Alakurtti,RU,66.9672,30.3491,18.88,98,99,1.01,overcast clouds
658,Vemalwada,IN,18.4667,78.8833,83.12,39,94,6.69,overcast clouds
659,Kyaikto,MM,17.3,97.0167,82.89,49,85,4.25,overcast clouds
660,Mitsamiouli,KM,-11.3847,43.2844,81.1,75,8,1.39,light rain
661,Camacha,PT,33.0833,-16.3333,56.62,55,40,19.57,scattered clouds
662,Danjiangkou,CN,32.5428,111.5086,63.25,61,100,3.09,overcast clouds
663,Sinnamary,GF,5.3833,-52.95,77.29,89,100,11.16,light rain
664,Hameenlinna,FI,60.996,24.4643,30.38,86,100,8.25,overcast clouds
665,Charters Towers,AU,-20.1,146.2667,88.54,47,22,5.68,few clouds
666,Boyolangu,ID,-8.1181,111.8935,82.58,74,7,4.61,clear sky
667,Sanary-Sur-Mer,FR,43.1178,5.8001,41.61,80,1,5.77,clear sky
668,Bulolo,PG,-7.2,146.65,85.96,56,100,1.63,overcast clouds
669,Laviana,ES,43.2333,-5.5333,40.5,95,44,1.79,scattered clouds
670,Spornoye,RU,50.8448,37.2913,31.53,96,100,8.57,light snow
671,Pskov,RU,57.8136,28.3496,26.26,96,36,4.92,scattered clouds
672,Dolny Kubin,SK,49.2098,19.3034,25.5,88,27,1.68,scattered clouds
673,Seydi,TM,39.4816,62.9137,64.4,32,1,9.91,clear sky
674,Muscatine,US,41.4667,-91.1335,46.24,83,100,5.75,light rain
675,Carutapera,BR,-1.195,-46.02,76.51,93,100,6.08,overcast clouds
676,Jumla,NP,29.2747,82.1838,56.71,26,0,2.15,clear sky
677,Maragheh,IR,37.3917,46.2398,54.66,41,46,3.31,scattered clouds
678,Ust-Tsilma,RU,65.441,52.1498,19.2,95,100,6.73,light snow
